repository_id,project_type,project_title,primary_class,secondary_class,no_project_files
2,QD_PROJECT,Data from: Why do general practitioners prescribe antibiotics for upper respiratory tract infections to meet patient expectations: a mixed methods study,R86,,1
11,QD_PROJECT,Välityömarkkinoiden työpajan valmentajien ja valmennettavien haastattelut sekä valmennuskeskustelut 2014-2016; Interviews with Coaches and Coachees and Coaching Session Recordings from an Intermediate Labour Market Workshop 2014-2016,N72,S91,1
11,QD_PROJECT,Kuntouttavan työtoiminnan valmennuskeskustelut 2019-2020; Coaching Encounters in Rehabilitative Work Activities 2019-2020,N72,S91,1
11,QD_PROJECT,Opettajien ja ohjaajien ajatuksia sukupuoli- ja kulttuuritietoisesta ohjauksesta 2020; Teachers' and Guidance Counsellors' Views on Gender and Culture Sensitive Career Guidance 2020,Q85,R88,1
11,OTHER_PROJECT,Kokemuksia itsensä johtamisesta asiantuntijatyössä 2020; Self-management in Working Life 2020,Q85,N70,1
11,QD_PROJECT,Lastensuojelu lapsen etuna: haastattelut 2021-2022; Child Welfare in the Best Interest of the Child: Interviews 2021-2022,R88,N72,1
11,OTHER_PROJECT,Yksinäinen - yhdessä ja erikseen 2020-2021; Finnish Experiences of Loneliness 2020-2021,N72,R86,1
11,QD_PROJECT,Tampere Praksis: Lastensuojelun sijaishuolto ja lasten läheisverkostot 2016; Tampere Praksis: Child Foster Care and Children's Close Networks 2016,N72,R88,1
11,QD_PROJECT,Luontoharrastus ja yhdistystoiminta: havaintomuistiot 2006-2011; Amateur Naturalism and Activities of Nature and Wildlife Organizations: Observation Notes 2006-2011,N72,S91,1
11,QD_PROJECT,Suomalaisten historiatietoisuus 2010: haastattelut; Historical Consciousness in Finland 2010: Interviews,Q85,N72,1
11,OTHER_PROJECT,Luontoharrastus ja teknologia -kirjoitusaineisto 2020-2021; Amateur Naturalism and Technology 2020-2021,K62,C26,1
11,QD_PROJECT,Kertomuksia korona-ajasta 2021; Narratives of Everyday Life during the COVID-19 Pandemic 2021,N72,S91,1
11,OTHER_PROJECT,"Kuolema, menetys ja muisto 2014; Death, Loss and Memory 2014",N72,R86,1
11,OTHER_PROJECT,Asiakkaiden kokemuksia vammaissosiaalityössä ja vammaispalveluissa käytettävästä harkinnasta 2022; Clients' Experiences about Discretion in Disability Social Work and Disability Services 2022,N72,R86,1
11,OTHER_PROJECT,Kokemuksia ylisukupolvisesta köyhyydestä ja osattomuudesta 2024; Experiences of Intergenerational Poverty 2024,N72,S91,1
11,OTHER_PROJECT,Kirjoituksia lähisuhdeväkivallan kokemuksista 2022-2023; Finnish Experiences of Domestic Violence 2022-2023,N72,O80,1
11,OTHER_PROJECT,Ohipuhumisen kokemukset vammaisen henkilön arjessa 2023; Experiences of Being Talked Past in the Daily Lives of Disabled People 2023,N72,S91,1
11,OTHER_PROJECT,Työelämässä koettu häpeä -kirjoitusaineisto 2020-2021; Finnish Experiences of Shame in Working Life 2020-2021,Q85,N72,1
11,QD_PROJECT,Gerontologisen sosiaalityön ja diakoniatyön asiakkaiden sekä ikääntyvien parissa työskentelevien haastatteluja 2021; Interviews with Gerontological Social Work and Diaconal Work Clients and Those Working with Older Adults 2021,R88,N72,1
11,QD_PROJECT,Pakkomuuttajien kokemuksia perheenyhdistämisestä 2018-2020; Forced Migrants' Experiences of Family Reunification 2018-2020,N72,O80,1
11,QD_PROJECT,Näkemyksiä väkivallasta ja rikostiedon lähteet 2017; Views of Violence in a Changing Media Landscape 2017,Q85,N72,1
11,OTHER_PROJECT,Alle 40-vuotiaiden vanhempien kokemuksia vanhemmuudestaan 2020; Under 40-year-old Parents' Perceptions of Parenthood 2020,N72,S91,1
11,QD_PROJECT,Luontoharrastus ja yhdistystoiminta: haastattelut 2002-2011; Amateur Naturalism and Activities of Nature and Wildlife Organizations: Interviews 2002-2011,N72,S91,1
11,OTHER_PROJECT,Kokemuksia läheissuhteiden rajaamisesta mielenterveys- ja päihdeomaisten selviytymiskeinona 2023-2024; Experiences of Using Boundaries as a Coping Tool in Personal Relationships with People with Mental Health and Substance Abuse Problems 2023-2024,N72,R86,1
11,OTHER_PROJECT,Kokemuksia vapaaehtoisesta lapsettomuudesta ja sterilisaatiosta -kirjoitusaineisto 2017; Experiences of Voluntary Childlessness and Sterilisation 2017,N72,S91,1
11,QD_PROJECT,Konfliktit ja stressi opettajan työssä 1993; Conflict and Stress in Teaching 1993,Q85,N72,1
11,QD_PROJECT,Aalto-yliopiston opettajien näkemyksiä yrittäjyydestä 2012; Aalto University Teacher Views on Entrepreneurship 2012,Q85,,1
11,QD_PROJECT,Child-up: maahanmuuttajataustaisten lasten kanssa työskentelevien ammattilaisten haastattelut 2020-2021; Child-up: Interviews with Professionals Working with Children with Immigrant Backgrounds 2020-2021,Q85,N72,1
11,OTHER_PROJECT,Hossan kansallispuistoa ja Evon retkeilyaluetta koskevat sanomalehtikirjoitukset: teosluettelo 2012-2023; Newspaper Articles about Hossa National Park and Evo Hiking Area: List of Works 2012-2023,N72,S91,1
11,OTHER_PROJECT,Suomalaisten ruokapäiväkirjat 2013; Food Diaries of Finns 2013,C10,N72,1
11,QD_PROJECT,Tampereen yliopiston viidennen vuoden opiskelijoiden haastattelut 2006; Interviews of Fifth Year Students in the University of Tampere 2006,Q85,,1
11,QD_PROJECT,Rekrytoijien näkemyksiä työttömyysjaksojen vaikutuksista rekrytointiin 2021; Recruiters' Views on the Impact of Unemployment Periods in Recruitment,O78,N72,1
11,QD_PROJECT,Lähteiden kunnostushankkeisiin osallistuneiden metsänomistajien haastatteluja 2012; Forest Owners in Natural Springs Restoration Projects: Interviews 2012,A02,N72,1
11,QD_PROJECT,EduMAP: Aikuiskoulutussektorin päättäjien ja koulutushenkilöstön haastatteluja nuorten aikuisten syrjäytymisestä 2017-2018: Latvia; EduMAP: Interviews with Adult Education Policy-Makers and Personnel on the Social Exclusion of Young Adults 2017-2018: Latvia,Q85,N72,1
11,QD_PROJECT,Lapsesta aikuiseksi: 20-vuotiaiden haastattelu 1980: tekstiaineisto; Jyväskylä Longitudinal Study of Personality and Social Development (JYLS): Interview of 20-Year-Olds 1980: Text Data,N72,Q85,1
11,QD_PROJECT,Tarjoilijoiden teemahaastattelut 2004; Waitresses 2004: Theme Interviews,I56,N72,1
11,QD_PROJECT,Luokanopettajien etäopetuskokemukset 2020; Classroom Teachers' Experiences of Distance Teaching 2020,Q85,,1
11,QD_PROJECT,Aktiivisesti pelaavien nuorten alkuhaastattelut 2022-2024; Introduction Interviews of Actively Gaming Adolescents 2022-2024,Q85,K62,1
11,QD_PROJECT,"Osallisuuden, hyvinvoinnin ja aktiivisuuden edistämisen vaikuttavuus (ESR): haastatteluaineistot 2019-2022; Effectivity of Promotion of Social Inclusion, Well-being, and Activeness (ESF): Interviews 2019-2022",R88,N72,1
11,QD_PROJECT,Vapaaehtoistyöntekijöiden kokemuksia eroauttamisesta 2014; Volunteers' Experiences of Working in Divorce Support 2014,N72,S91,1
11,QD_PROJECT,Vaatesuunnittelu ikääntyville naisille: haastattelut 2001-2002; Clothing Design for Ageing Women 2001-2002: Interviews,C14,N72,1
11,QD_PROJECT,Ikääntyneen vanhemman kuolema 2002; Death of Aged Parent 2002,N72,S91,1
11,QD_PROJECT,"Lasten, nuorten ja lapsiperheiden hyvinvoinnin ja terveyden edistäminen Seinäjoen kaupunkiorganisaatiossa: haastattelut ja työpaja 2020; Promoting Health and Well-being of Children, Young People and their Families in Seinäjoki: Interviews and Workshop 2020",N72,S91,1
11,QD_PROJECT,Kahdeksasluokkalaisten kokemuksia Taidetestaajat-taidevierailuista 2018-2019; Eight-Graders' Experiences of Participation in the Art Testers Campaign 2018-2019,Q85,N72,1
11,QD_PROJECT,Minun hyvinvointini -kirjoituskilpailu 2010; My Well-being 2010: Writing Competition,S91,N72,1
11,QD_PROJECT,Suomalaisten naisopiskelijoiden haastattelut 2008-2009; Finnish Female Student Interviews 2008-2009,Q85,N72,1
11,QD_PROJECT,Pietarilaisten rakkauselämäkerrat 1996; Sexual Autobiographies from St. Petersburg 1996,N72,Q85,1
11,QD_PROJECT,Työ yhteyskeskuksissa 2005; Call Centre Work 2005,N72,O78,1
11,QD_PROJECT,Pohjoismaiset perhehaastattelut 1996: englanninkieliset yhteenvedot; Nordic Family Interviews 1996: English Summaries,Q85,N72,1
11,QD_PROJECT,Perheväkivalta 2001; Experiences of Domestic Violence 2001,N72,Q85,1
11,QD_PROJECT,Tampere Praksis: Sosiaalityöntekijän ja ohjaajan työparityö perhepalveluissa 2016; Tampere Praksis: Cooperation between Social Counsellor and Social Worker in Family Services,N72,R88,1
11,QD_PROJECT,Kokemuksia sairaalamusiikkitoiminnasta 2018-2019; Music in Finnish Health Care Settings 2018-2019: Interviews,N72,R86,1
11,QD_PROJECT,Lasten satuja Suomesta ja ulkomailta 2000-2013; Tales and Stories from Finland and Abroad Told by Children 2000-2013,S91,N72,1
11,QD_PROJECT,Nuorten poikien kännykän käyttö 2000-2002; Young Boys' Mobile Phone Use 2000-2002,N72,S91,1
11,OTHER_PROJECT,Promootiomuistot 2023; Conferment Ceremony Memories 2023,Q85,,1
11,OTHER_PROJECT,Nuori tutkija asiantuntijana -kirjoitusaineisto 2018; Young Researchers' Perceptions of Expertise 2018,N72,Q85,1
11,QD_PROJECT,Rauman telakalta irtisanottujen metallimiesten haastattelut 2016; Interviews of Male Metalworkers after Job Loss at Rauma Shipyard 2016,B07,R88,1
11,QD_PROJECT,Kokemuksia kirjeäänestämisestä Suomen vuoden 2019 vaaleissa 2020-2021; Experiences of Postal Voting in the 2019 Finnish Elections 2020-2021,N72,S91,1
11,QD_PROJECT,Elämä masentuneena 2002; Living with Depression 2002,N72,R86,1
11,QD_PROJECT,Virolaisten rakkauselämäkerrat 1996; Sexual Autobiographies of Estonians 1996,N72,Q85,1
11,OTHER_PROJECT,Minun yliopistoni 2025 -kirjoituskilpailu 2014-2015; My University in 2025: Writing Competition 2014-2015,Q85,N72,1
11,QD_PROJECT,Tampere Praksis: Palveluohjaajien ja palvelupäällikön näkökulmia perhepalveluohjauksesta 2016; Tampere Praksis: Service Counsellor and Service Manager Views on Family Service Counselling 2016,R88,N72,1
11,QD_PROJECT,Liikunta-alan tutkinnon suorittaneiden urapolut 2018-2019; Career Paths of Sports Graduates 2018-2019,Q85,N72,1
11,QD_PROJECT,Seksuaalivähemmistöt työelämässä 2003: avovastaukset; Sexual Minorities at Work 2003: Open-ended Responses,Q85,N72,1
11,QD_PROJECT,Sosiaalityöntekijöiden kokemuksia vammaispalvelujen ja lastensuojelun jälkihuollon yhteistyöstä 2023-2024; Social Workers' Experiences of Cooperation Between Disability Services and Child Protection Aftercare 2023-2024,Q85,N72,1
11,QD_PROJECT,Suomen Akatemian tutkijaprofessorien haastattelut 1994-1996; Interviews of the Academy of Finland Research Professors 1994-1996,N72,Q85,1
11,QD_PROJECT,Tampere Praksis: Aikuissosiaalityön asiakkaiden kokemuksia toimeentulotuen hakemisesta 2018; Tampere Praksis: Adult Social Work Clients' Views on Applying for Social Assistance 2018,R88,L64,1
11,QD_PROJECT,Suomalainen päihdehoito: A-klinikoiden terapeutit 2008: eläytymistehtävä; Substance Abuse Treatment: Outpatient Clinic Therapist Responses to Frame Stories 2008,N72,R86,1
11,QD_PROJECT,Ihmisoikeudet ruokaturvassa ja kehityksessä Malawissa 2006; Human Rights in Development and Food Security in Malawi 2006,C10,N72,1
11,QD_PROJECT,18-25 -vuotiaiden kokemuksia kasvomaskien käytöstä COVID-19 -pandemian aikana Suomessa 2020-2021; 18-25-Year-Olds' Experiences of Wearing Face Masks during the COVID-19 Pandemic in Finland 2020-2021,N72,S91,1
11,QD_PROJECT,Maaseudun naisten elämänmuodot 1998-2000; Ways of Life of Women Living in Countryside 1998-2000,N72,S91,1
11,QD_PROJECT,Teknologiaelämänkerrat 2007; Technology Biographies 2007,C26,K62,1
11,QD_PROJECT,Haastattelut kulttuurisesta osallistumisesta 2018; Interviews on Cultural Participation 2018,S91,N72,1
11,QD_PROJECT,Ekososiaalinen hyvinvointi ja osallisuus: asukashaastattelut 2021; Ecosocial Well-being and Inclusion: Resident Interviews 2021,N72,R88,1
11,QD_PROJECT,Korruptio ja poliittiset instituutiot Botswanassa ja Itävallassa 2009-2012; Corruption and Political Institutions in Botswana and Austria 2009-2012,N72,S91,1
11,QD_PROJECT,Valtioneuvoston COVID-19 tilannekatsaukset 2020; Finnish Government Media Conferences on COVID-19 2020,R86,N72,1
11,QD_PROJECT,Ympäristökysymykset yhteiskunnallisessa päätöksenteossa 2018; Environmental Issues and Decision-Making 2018,A02,A01,1
11,QD_PROJECT,Liikkumiseen liittyvät motiivit ja tunteet 2019-2021; Motives and emotions related to physical activity 2019-2021,S91,N72,1
11,OTHER_PROJECT,Silloin ekologisuus näyttäytyi elämässäni 2010; Environmental Concerns in My Everyday Life 2010,N72,C10,1
11,QD_PROJECT,"Suomalaisten käsityksiä Neuvostoliitosta, venäläisistä ja virolaisista 1989; Finnish Images of the Soviet Union, Russians and Estonians 1989",S91,N72,1
11,OTHER_PROJECT,Yksi päivä mediaa 2001; One-Day Media Diaries 2001,N72,J60,1
11,QD_PROJECT,Työttömät ja osallisuus 2016-2017; Unemployed People and Inclusion 2016-2017,N72,R88,1
11,QD_PROJECT,Maaseudun naiset yrittäjinä: seurantahaastattelut 2016; Women Entrepreneurs in Rural Areas: Follow-up Interviews 2016,N72,S91,1
11,QD_PROJECT,Psykologien ja psykologian opiskelijoiden näkemyksiä pelaamisesta ja ongelmapelaamisesta 2021; Views of Psychologists and Psychology Students on Digital and Problematic Gaming 2021,K62,N72,1
11,QD_PROJECT,Kaltaistensa kanssa 2001; Homosexual Relationships 2001,N72,S91,1
11,QD_PROJECT,Vammaisten ja kuurojen nuorten koulutuspolut 2007: haastatteluaineisto; Educational Paths of Deaf and Disabled Young People 2007: Interviews,Q85,N72,1
11,OTHER_PROJECT,Brittiläiset pelimusiikkimuistot -kirjoitusaineisto 2021; British Memories of Game Music 2021,N72,S90,1
11,OTHER_PROJECT,Suomalaisen työn tulevaisuus -kirjoituskilpailu 2016-2017; Writing Competition on the Future of Work in Finland 2016-2017,N72,S91,1
11,OTHER_PROJECT,Kirjoituksia kestävästä kehityksestä 2018; Finnish Views on Sustainable Development 2018,E38,N72,1
11,QD_PROJECT,Lasten ja nuorten hyvinvointisuunnittelu kunnissa: viranhaltijoiden ryhmähaastattelut 2008 - 2009; Child and Youth Welfare Policy Planning in Municipalities 2008-2009: Office-holder Group Interviews,N72,P84,1
11,QD_PROJECT,Seksuaalisuus osana elämää 1992; Sexuality as Part of Life 1992,N72,S91,1
11,OTHER_PROJECT,Eroamisilmoitukset Suomen evankelis-luterilaisesta ja ortodoksisesta kirkosta: eroamissyyt 2021; Church Resignation Forms Filed in Finland: Reasons for Resigning 2021,N72,S91,1
11,QD_PROJECT,Nuorten aikuisten kokemuksia sosiaalisen median käytön omaehtoisesta rajoittamisesta 2021; Young Adults' Experiences of Limiting their Social Media Use 2021,N72,S91,1
11,OTHER_PROJECT,Sähköpostivitsit 1998-2004; Email Jokes 1998-2004,N72,Q85,1
11,OTHER_PROJECT,Luontoharrastus ja yhdistystoiminta: lehtiaineistot 1972-2011; Amateur Naturalism and Activities of Nature and Wildlife Organizations: Printed Media Data 1972-2011,S91,C18,1
11,QD_PROJECT,Tampereen ympäristökiistat 1996-2000; Environmental Disputes of Tampere 1996-2000,N72,S91,1
11,OTHER_PROJECT,Muistoja syntymäpäivien viettämisestä 2023-2024; Memories of Celebrating Birthdays 2023-2024,N72,S91,1
11,QD_PROJECT,Ajatuksia moraalista 2001; Moral Behaviour in Everyday Life 2001,N72,S91,1
11,QD_PROJECT,Haastattelut varhaiskasvatusratkaisuista: monikulttuuristen perheiden huoltajat 2017; Interviews on Early Childhood Education and Care Arrangements: Parents in Multicultural Families 2017,Q85,S91,1
11,OTHER_PROJECT,Suomalaisten pelimusiikkimuistot -kirjoitusaineisto 2020; Finnish Memories of Game Music 2020,N72,S90,1
11,QD_PROJECT,"Tutkimusryhmien missio ja yhteistyö Portugalissa, Itävallassa ja Suomessa 2012-2013; Research Group Mission and Collaboration in Portugal, Austria and Finland 2012-2013",N72,,1
11,QD_PROJECT,WeAll-media-aineisto työelämän ja koulutuksen tasa-arvokysymyksistä 2016; WeAll Media Data on Equality Issues in Working Life and Education 2016,N72,Q85,1
11,QD_PROJECT,"Homoseksuaalisuus Suomessa 1940- ja 1960-luvuilla: osa-aineisto, kerätty 1994-1998; Homosexuality in Finland in the 1940s and the 1960s: Partial Data, Gathered 1994-1998",N72,S91,1
11,QD_PROJECT,Julkinen taide aluerakentamisessa ja -kehittämisessä 2018-2019; Public Art in Regional Planning and Development 2018-2019,F41,N72,1
11,QD_PROJECT,Liikettä toiselle asteelle: opettajaopiskelijoiden yksilöhaastattelut 2017-2018; Implementation of Intervention Strategies for Physical Activity Promotion in Upper Secondary Schools: Interviews with Students in Teacher Education 2017-2018,Q85,N72,1
11,QD_PROJECT,My Public Living Room -haastattelut 2014; My Public Living Room Interviews 2014,S91,N72,1
11,QD_PROJECT,Työuupumushaastattelut 2001; Work Fatigue Interviews 2001,N72,S91,1
11,QD_PROJECT,Lähihoitajakoulutuksen etnografia: opiskelijoiden haastattelut 2007-2010; Ethnography of Practical Nurse Education: Student Interviews 2007-2010,Q85,N72,1
11,QD_PROJECT,Miesten haastatteluja työelämästä ja itsestä huolehtimisesta 2017-2018; Interviews with Men on Work and Self-Care 2017-2018,C10,H52,1
11,OTHER_PROJECT,Graffitit Latinalaisessa Amerikassa 2005-2007: valokuva-aineisto; Graffiti in Latin America 2005-2007: Photographs,S91,N72,1
11,OTHER_PROJECT,Eläin perheenjäsenenä 2014-2015; Pets as Family Members 2014-2015,N72,A01,1
11,OTHER_PROJECT,Korkeakouluopiskelijoiden ja vastavalmistuneiden kokemuksia huijarisyndroomasta 2024; Impostor Syndrome Experiences from University Students and Recent Graduates 2024,Q85,,1
11,QD_PROJECT,Vuosina 1940-1990 sijaishuollossa lapsuutensa viettäneiden kokemuksia elämästään 2018; Children in Foster Care 1940-1990: Life Experiences 2018,Q85,N72,1
11,OTHER_PROJECT,Muistoja autoista ja autoilusta 2022; Finnish Memories of Cars and Driving 2022,S91,C29,1
11,QD_PROJECT,Muistiinpanoja capoeira angolan harrastajien ja opettajien haastatteluista 2005-2017; Notes on Capoeira Angola Practitioners' and Teachers' Interviews 2005-2017,N72,Q85,1
11,QD_PROJECT,Nuorten syrjäytymistä ehkäisevien moniammatillisten ryhmien haastattelut 2001-2002; Preventing Youth Social Exclusion 2001-2002: Interviews of Multi-Agency Teams,N72,S91,1
11,QD_PROJECT,Alkoholinkäyttö ja vanhemmuus 2002; Parenthood and Alcohol Use 2002,S91,C11,1
11,OTHER_PROJECT,Ajatuksia energiakriisistä 2022-2023; Finnish Thoughts on Energy Crisis 2022-2023,C27,N72,1
11,OTHER_PROJECT,Arkipäivän kokemuksia köyhyydestä -kirjoituskilpailu 2019; Everyday Experiences of Poverty: Self-administered Writings 2019,N72,Q85,1
11,OTHER_PROJECT,Merkittävimmät opettajamuistot -kirjoitusaineisto 2020; Finnish Memories of Life-changing Teachers 2020,Q85,,1
11,QD_PROJECT,Haastattelut vertaistuesta ja kokemustiedosta lapsi- ja perhepalveluissa 2019-2020; Interviews on Peer Support and Experiential Knowledge in Child and Family Services 2019-2020,N70,N72,1
11,QD_PROJECT,Hevoskauppiaiden haastattelut 2012; Horse Dealer Interviews 2012,A01,C20,1
11,QD_PROJECT,Kysymyksiä vasta eronneille 1999; Recently Divorced 1999,N72,S91,1
11,QD_PROJECT,Terveysteknologian aloilla tutkimus- ja innovaatiotyötä tekevät tohtorinaiset 2018-2020; Women's Careers in Health Technology Research and Innovation 2018-2020,N72,Q85,1
11,QD_PROJECT,"Opettajien ammattirooli, ammatti-identiteetti ja tiedonhankinta 2003-2004; Professional Role, Identity and Information Acquisition of Teachers 2003-2004",Q85,,1
11,OTHER_PROJECT,Kokemuksia kumppanin mielenterveysongelmista lapsiperheessä 2020; Experiences on Partner's Mental Health Problems in Families with Children 2020,N72,O82,1
11,QD_PROJECT,Nuorten aikuisten avohoidollinen mielenterveyskuntoutus 2010-2012: työntekijöiden tiimipalaverit; Community-based Mental Health Rehabilitation of Young Adults 2010-2012: Staff Meetings,N72,R86,1
11,QD_PROJECT,Nuorisovaltuutettujen näkemyksiä ilmastonmuutoksesta 2019; Youth Council Members' Views on Climate Change 2019,N72,S91,1
11,QD_PROJECT,Nuorten tyttöjen kännykän käyttö 1999; Young Girls' Mobile Phone Use 1999,N72,S91,1
11,QD_PROJECT,Lähihoitajakoulutuksen etnografia: kenttäpäiväkirjat 2007-2010; Ethnography of Practical Nurse Education: Field Notes 2007-2010,Q85,N72,1
11,QD_PROJECT,Elämän konkari -kirjoituskilpailu 2013; Veteran of Life 2013: Writing Competition,J58,K62,1
11,QD_PROJECT,Johtaminen monikulttuurisessa koulussa - rehtorihaastattelut 2004; Leadership in Multicultural School 2004: Rector Interviews,Q85,S91,1
11,QD_PROJECT,Nuoret estradille: Valokuvaustyöpajat erityisnuorisotyössä 2015-2016; Young People in the Limelight: Photography Workshops 2015-2016,J58,N72,1
11,QD_PROJECT,Terveys ja videopelaaminen: asiantuntijoiden haastattelut 2021; Health and Digital Gaming: Expert Interviews 2021,R86,C26,1
11,OTHER_PROJECT,Suunta-palvelun ohjaustilanteita sähköpostissa ja chatissa 2013; Career and Study Counselling Provided in Finnish Suunta E-Guidance Service 2013,Q85,C27,1
11,QD_PROJECT,Kaupunkiseutujen viherrakenteen suunnittelu 2013; Collaborative Planning of Urban Green Infrastructure 2013,Q85,N72,1
11,QD_PROJECT,Maaseudun naiset yrittäjinä 2001-2009; Women Entrepreneurs in Rural Areas 2001-2009,N72,S91,1
11,QD_PROJECT,Lapsesta aikuiseksi: 27-vuotiaiden haastattelu 1986: tekstiaineisto; Jyväskylä Longitudinal Study of Personality and Social Development (JYLS): Interviews of 27-Year-Olds 1986: Text Data,N72,Q85,1
11,QD_PROJECT,Kasvatuskumppanuus 2004-2006; Partnerships in Early Childhood Education 2004-2006,N72,Q85,1
11,QD_PROJECT,CP-vammaisten aikuisten elämänhallinta 2008-2010; Well-being of Adults with Cerebral Palsy 2008-2010,H53,N72,1
11,OTHER_PROJECT,Niin kasaria! -kirjoituskilpailu 2015; That's So '80s! Writing Competition 2015,N72,S90,1
11,QD_PROJECT,Sosiaalityön laatu ja vaikuttavuus: työntekijöiden ryhmähaastatteluja sosiaalihuollon palveluista 2024; Quality and Effectiveness of Social Work: Group Interviews with Employees on Social Welfare Services 2024,N72,R88,1
11,OTHER_PROJECT,Opiskelijan elämää 2004; Student Life 2004,Q85,N72,1
11,OTHER_PROJECT,Lapsuuden kokemuksia toisesta vanhemmasta vieraannuttamisesta 2024; Childhood Experiences of Alienation from Another Parent 2024,N72,S91,1
11,OTHER_PROJECT,100 minuuttia taidetta 2019: Taidepassi-kirjaukset; 100 Minutes of Art 2019: Entries in the Taidepassi Participation Diary,S91,S90,1
11,QD_PROJECT,Perhehaastattelut lasten kännykän käytöstä 2000; Family Interviews on Children's Mobile Phone Use 2000,N72,S91,1
11,QD_PROJECT,"Osallisuuden, hyvinvoinnin ja aktiivisuuden edistämisen vaikuttavuus: Yhteinen keittiö -haastattelut 2019; Effectivity of Promotion of Social Inclusion, Well-being, and Activeness: intreviews in Social Kitchens 2019",Q85,R88,1
11,OTHER_PROJECT,Työttömän tarina -kirjoituskilpailu 2018; Stories of Being Unemployed 2018,N72,S91,1
11,QD_PROJECT,Nuoret estradille: Valokuvaustyöpaja alaikäisille turvapaikanhakijoille 2015-2016; Young People in the Limelight: Photography Workshop for Underage Asylum Seekers 2015-2016,N72,C28,1
11,QD_PROJECT,Nuorisojärjestötoimijoiden ryhmähaastattelut 2015; Group Interviews of Youth Organisation Representatives 2015,N72,S91,1
11,QD_PROJECT,Arkipäivän kokemuksia köyhyydestä: seuranta-aineisto 2012; Everyday Experiences of Poverty 2012: Follow-up Study,N72,Q85,1
11,QD_PROJECT,Sosiaalityöntekijöiden näkemyksiä olosuhdeselvitysten tekemisestä 2017; Social Workers' Experiences of Child Custody Evaluation 2017,N72,R88,1
11,QD_PROJECT,Rehtorin rooli ja työtodellisuus oppilaitoksessa 2004-2005; Role and Work of Rectors 2004-2005,N72,Q85,1
11,QD_PROJECT,Vuosiluokkien 3-5 opettajien kokemuksia matematiikan opetuksesta innovatiivisissa oppimisympäristöissä 2022; Teachers' Experiences of Teaching 3-5 Grades Mathematics in Innovative Learning Environments 2022,Q85,,1
11,QD_PROJECT,Tampere Praksis: Huoltoriidat Tampereen kaupungin perhepalveluissa 2017; Tampere Praksis: Custody Disputes in Child Protection Services at the First Stage 2017,Q85,N72,1
11,OTHER_PROJECT,Hoiva-alalla toimivien naisten yrittäjäelämäkerrat 2004-2005; Life Stories of Women Care Entrepreneurs,N72,S91,1
11,QD_PROJECT,Humalakokemukset 2002; Experiences of Being Drunk 2002,S91,C11,1
11,QD_PROJECT,"Paikallinen koulutuseetos: yläkoulujen oppilaiden, henkilökunnan ja huoltajien haastatteluja 2019-2020; Local Educational Ethos: Interviews with Pupils, Staff and Guardians in Secondary Schools 2019-2020",Q85,N72,1
11,QD_PROJECT,Luontoympäristössä työskentelevien varhaiskasvattajien kokemuksia työhyvinvoinnista 2020; Perceptions of Workplace Well-being by Early Childhood Education Teachers Working in a Natural Environment 2020,Q85,,1
11,QD_PROJECT,Sukupuolivähemmistöt työelämässä 2003: avovastaukset; Gender Minorities at Work 2003: Open-ended Responses,N72,Q85,1
11,OTHER_PROJECT,Velkaantuminen ja häpeä -kirjoitusaineisto 2019-2020; Indebtedness and Related Feelings of Shame 2019-2020,Q85,N72,1
11,OTHER_PROJECT,Sukupuolten välisen tasa-arvouutisoinnin seuranta 2008-2013; Gender Equality in Media 2008-2013,J58,N72,1
11,QD_PROJECT,Lasten satuja ja tarinoita 1995-2005; Tales and Stories Told by Children 1995-2005,N72,S91,1
11,QD_PROJECT,Lähihoitajakoulutuksen etnografia: opettajien haastattelut 2007-2010; Ethnography of Practical Nurse Education: Teacher Interviews 2007-2010,Q85,,1
11,OTHER_PROJECT,Politiikkaa ja valtapeliä 2006-2007; Politics and Power Games 2006-2007,N72,S91,1
11,QD_PROJECT,"Smash Asem, oikeusprosessit ja media 2008; Smash Asem, Legal Proceedings and the Media 2008",N72,Q85,1
11,QD_PROJECT,Perhehaastattelut lasten kännykän käytöstä 1997; Family Interviews on Children's Mobile Phone Use 1997,S91,N72,1
11,OTHER_PROJECT,Kulttuuriala koronapandemian aikaan -kirjoitusaineisto 2020; Finnish Cultural Sector during the COVID-19 Pandemic 2020,S91,N72,1
11,QD_PROJECT,Innovaatioyliopiston perustaminen ja media 2008; Creation of the Innovation University and the Media 2008,N72,Q85,1
11,QD_PROJECT,Seksuaali-identiteetit 2001; Sexual Identity 2001,N72,S91,1
11,QD_PROJECT,Yksityisen liikunta-alan työntekijöiden ja yrittäjien haastatteluja 2016-2017; Interviews with Employees and Entrepreneurs in the Private Sports and Physical Activity Sector 2016-2017,N72,S91,1
11,QD_PROJECT,Suomen kriisinhallintaosallistumisen vaikuttavuus Afganistanissa: haastatteluaineisto 2023; Effectiveness of Finland's Crisis Management Operations in Afghanistan: Interviews 2023,N72,O80,1
11,OTHER_PROJECT,Monikulttuuristen nuorten aikuisten kokemuksia monikulttuurisuudesta Suomessa 2020; Multicultural Young Adults' Views on Multiculturalism in Finland 2020,S91,N72,1
11,OTHER_PROJECT,Kännykkä- ja mediapäiväkirjat 1999-2001; Mobile Phone and Media Diaries 1999-2001,S91,J60,1
